iter	F1	Logloss
884	0.9536553295	0.1197693196
885	0.9536723311	0.1197281282
886	0.9536749374	0.1197014094
887	0.9536987565	0.1196723469
888	0.9537539338	0.119606253
889	0.9537702115	0.1195785284
890	0.9537909411	0.1195234209
891	0.9538193693	0.1194815361
892	0.9538258249	0.1194568192
893	0.9538336437	0.1194337626
894	0.95384455	0.119390618
895	0.9538729784	0.1193506961
896	0.9538763059	0.1193195144
897	0.9538915827	0.1192743483
898	0.9539087035	0.119237151
899	0.9539214524	0.1192070045
900	0.9539511234	0.1191744849
901	0.9539510034	0.1191504614
902	0.9539883296	0.1191116626
903	0.9540275418	0.119073352
904	0.9540188397	0.1190608129
905	0.9540171172	0.119019055
906	0.9540268977	0.1189967503
907	0.9540754563	0.1189622092
908	0.9540781822	0.1189228342
909	0.9540849967	0.1188977658
910	0.9541274601	0.1188480197
911	0.9541659554	0.1188013497
912	0.954206242	0.1187247578
913	0.9542264946	0.1186898066
914	0.9542315877	0.1186551776
915	0.9542530332	0.1186236834
916	0.9542633386	0.1186058611
917	0.954279333	0.1185632341
918	0.9542852601	0.1185460369
919	0.9543065187	0.118517238
920	0.9543013065	0.1185058317
921	0.9543167052	0.1184536637
922	0.9543440103	0.1183996597
923	0.9543537212	0.1183477163
924	0.9543896775	0.1183025502
925	0.9544034767	0.118255597
926	0.9544425694	0.1182191907
927	0.9544736678	0.1181607434
928	0.9544942217	0.1181431946
929	0.9544980715	0.1181169152
930	0.9545265012	0.1180535265
931	0.9545308251	0.1180437315
932	0.9545215261	0.1180286729
933	0.9545437369	0.1180083799
934	0.9545783861	0.1179546494
935	0.9546400431	0.1179164072
936	0.9546690642	0.1178581161
937	0.9546640884	0.1178285848
938	0.9546819764	0.1177887605
939	0.9547024072	0.1177303132
940	0.9547207672	0.1176896393
941	0.9547608003	0.1176458209
942	0.9547815301	0.1176219244
943	0.954821157	0.1175574809
944	0.9548239985	0.1175327836
945	0.9548376169	0.1174889555
946	0.9548675265	0.117461514
947	0.9548882565	0.1173952835
948	0.9549014038	0.1173634963
949	0.9549181663	0.1172882423
950	0.954922134	0.1172692189
951	0.9549441085	0.1172369727
952	0.9549391314	0.1172034766
953	0.9549623503	0.1171620215
954	0.9549754974	0.1171320116
955	0.9550201504	0.1170742284
956	0.9550616846	0.1170026951
957	0.9550749489	0.1169771286
958	0.9551037321	0.1169260641
959	0.9551271861	0.1168776949
960	0.9551295583	0.1168506441
961	0.9551779851	0.1168050288
962	0.955215596	0.1167731831
963	0.9552205745	0.1167569624
964	0.9552388944	0.116722392
965	0.9552537523	0.116708476
966	0.955279113	0.1166700287
967	0.9552929219	0.1166371477
968	0.9553000412	0.1166028704
969	0.9553222873	0.1165639641
970	0.9553525474	0.116539257
971	0.9554284702	0.1164857901
972	0.9554443383	0.1164629874
973	0.9554469443	0.1164111025
974	0.9554609027	0.1163785732
975	0.955483776	0.1163579579
976	0.9555008886	0.1163430361
977	0.9555286567	0.1163101259
978	0.9555530075	0.116278075
979	0.9555777061	0.1162284656
980	0.9555740866	0.116208407
981	0.9555943833	0.1161825378
